time [µs] (car1),gt rel. x-position [m] (car1),gt rel. y-position [m] (car1),gt velocity [m/s] (car1),gt yaw angle [rad] (car1),gt yaw rate [rad/s] (car1),gt rel. x-velocity [m/s] (car1),gt rel. y-velocity [m/s] (car1),gt acceleration [m/s^2] (car1),ukf rel. x-position [m] (car1),ukf rel. y-position [m] (car1),ukf velocity [m/s] (car1),ukf yaw angle [rad] (car1),ukf yaw rate [rad/s] (car1),ukf rel. x-velocity [m/s] (car1),ukf rel. y-velocity [m/s] (car1),x-position error [m] (car1),y-position error [m] (car1),velocity error [m/s] (car1),yaw angle error [rad] (car1),yaw rate error [rad/s] (car1),x-velocity error [m/s] (car1),y-velocity error [m/s] (car1),NIS Lidar (car1),NIS Radar (car1),time [µs] (car2),gt rel. x-position [m] (car2),gt rel. y-position [m] (car2),gt velocity [m/s] (car2),gt yaw angle [rad] (car2),gt yaw rate [rad/s] (car2),gt rel. x-velocity [m/s] (car2),gt rel. y-velocity [m/s] (car2),gt acceleration [m/s^2] (car2),ukf rel. x-position [m] (car2),ukf rel. y-position [m] (car2),ukf velocity [m/s] (car2),ukf yaw angle [rad] (car2),ukf yaw rate [rad/s] (car2),ukf rel. x-velocity [m/s] (car2),ukf rel. y-velocity [m/s] (car2),x-position error [m] (car2),y-position error [m] (car2),velocity error [m/s] (car2),yaw angle error [rad] (car2),yaw rate error [rad/s] (car2),x-velocity error [m/s] (car2),y-velocity error [m/s] (car2),NIS Lidar (car2),NIS Radar (car2),time [µs] (car3),gt rel. x-position [m] (car3),gt rel. y-position [m] (car3),gt velocity [m/s] (car3),gt yaw angle [rad] (car3),gt yaw rate [rad/s] (car3),gt rel. x-velocity [m/s] (car3),gt rel. y-velocity [m/s] (car3),gt acceleration [m/s^2] (car3),ukf rel. x-position [m] (car3),ukf rel. y-position [m] (car3),ukf velocity [m/s] (car3),ukf yaw angle [rad] (car3),ukf yaw rate [rad/s] (car3),ukf rel. x-velocity [m/s] (car3),ukf rel. y-velocity [m/s] (car3),x-position error [m] (car3),y-position error [m] (car3),velocity error [m/s] (car3),yaw angle error [rad] (car3),yaw rate error [rad/s] (car3),x-velocity error [m/s] (car3),y-velocity error [m/s] (car3),NIS Lidar (car3),NIS Radar (car3),
2266666,2.293159157,3.988594623,5.850011349,-0.058500119,-0.296463996,5.840003967,-0.342031211,0.000000000,2.239647843,3.990457354,5.616089946,0.009547848,0.018199400,5.615833962,0.053620761,0.053511314,-0.001862731,0.233921403,-0.068047967,-0.314663396,0.224170005,-0.395651971,10.456955706,1.122060708,2266666,11.199998766,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,11.169249988,-3.950369201,-6.037054521,-0.017278946,-0.010430732,-6.036153326,0.104308748,0.030748778,-0.049630799,0.037054521,0.017278946,0.010430732,0.036153326,-0.104308748,9.880185858,2.053669911,2266666,-6.432480026,1.793906183,5.250000954,0.366666764,0.000000000,4.901020527,1.882155538,2.500000000,-6.444962509,1.762662778,4.765118231,0.321436659,-0.193901049,4.521060854,1.505443626,0.012482483,0.031243405,0.484882723,0.045230105,0.193901049,0.379959673,0.376711912,12.810191275,0.902951075,
2300000,2.487825960,3.977193581,5.850011349,-0.078000158,-0.296463996,5.832224369,-0.455839276,0.000000000,2.412479104,3.980324715,5.528640570,-0.009766800,-0.076688001,5.528376883,-0.053996266,0.075346856,-0.003131133,0.321370779,-0.068233359,-0.219775995,0.303847486,-0.401843011,0.070675840,3.585458475,2300000,10.999998748,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,10.958674080,-3.943238298,-6.096000430,-0.025196181,-0.041930289,-6.094065517,0.153579677,0.041324668,-0.056761702,0.096000430,0.025196181,0.041930289,0.094065517,-0.153579677,0.276814096,1.275364184,2300000,-6.269112665,1.856644706,5.333334446,0.366666764,0.000000000,4.978814602,1.912031054,2.500000000,-6.287356854,1.789066241,4.818620114,0.276440707,-0.316761787,4.635671466,1.315161538,0.018244189,0.067578465,0.514714332,0.090226057,0.316761787,0.343143136,0.596869517,0.311407144,4.320380617,
2333333,2.682233453,3.961998938,5.850011349,-0.097500198,-0.296463996,5.822227478,-0.569473982,0.000000000,2.622226804,3.950560748,5.611941670,-0.032316700,-0.124438220,5.609011456,-0.181327867,0.060006649,0.011438190,0.238069679,-0.065183498,-0.172025776,0.213216022,-0.388146115,11.024993119,1.737251656,2333333,10.799998730,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,10.770765223,-3.988581709,-6.057545478,0.011582800,0.052824789,-6.057139139,-0.070161769,0.029233507,-0.011418291,0.057545478,-0.011582800,-0.052824789,0.057139139,0.070161769,11.280810219,2.921101944,2333333,-6.103152175,1.920379081,5.416667938,0.366666764,0.000000000,5.056608677,1.941906691,2.500000000,-6.119446625,1.790904697,4.778374951,0.234774421,-0.368556929,4.647289031,1.111562788,0.016294451,0.129474384,0.638292987,0.131892343,0.368556929,0.409319646,0.830343903,7.186237577,1.056360949,
2366666,2.876307711,3.943016472,5.850011349,-0.117000237,-0.296463996,5.810016632,-0.682892203,0.000000000,2.794709560,3.957529261,5.539718595,-0.035622024,-0.149526777,5.536204213,-0.197294260,0.081598151,-0.014512789,0.310292754,-0.081378213,-0.146937220,0.273812419,-0.485597943,3.658262217,1.351156724,2366666,10.599998713,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,10.571446309,-3.940095928,-6.036424446,-0.022300577,-0.025565520,-6.034923504,0.134604590,0.028552403,-0.059904072,0.036424446,0.022300577,0.025565520,0.034923504,-0.134604590,3.560329459,0.117946319,2366666,-5.934598539,1.985109308,5.500001431,0.366666764,0.000000000,5.134402752,1.971782207,2.500000000,-5.953702284,1.886610503,4.910416265,0.259400337,-0.318947545,4.746133212,1.259526667,0.019103745,0.098498805,0.589585166,0.107266428,0.318947545,0.388269540,0.712255540,8.365252059,1.077381717,
2400000,3.069974944,3.920253396,5.850011349,-0.136500269,-0.296463996,5.795596123,-0.796050668,0.000000000,2.977390669,3.938187650,5.561191347,-0.037751571,-0.116048446,5.557228965,-0.209893844,0.092584275,-0.017934254,0.288820002,-0.098748698,-0.180415550,0.238367158,-0.586156824,3.307300723,5.468067023,2400000,10.399998695,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,10.365336435,-3.986066281,-6.002974388,0.022347726,0.101081420,-6.001475445,-0.134141663,0.034662260,-0.013933719,0.002974388,-0.022347726,-0.101081420,0.001475445,0.134141663,3.508146521,8.595141658,2400000,-5.763451774,2.050835387,5.583334923,0.366666764,0.000000000,5.212196827,2.001657724,2.500000000,-5.801154423,1.902173610,4.819573730,0.239978298,-0.307895453,4.681459848,1.145523736,0.037702650,0.148661777,0.763761193,0.126688466,0.307895453,0.530736979,0.856133988,0.600698182,5.669661748,
2433333,3.263161495,3.893718373,5.850011349,-0.156000316,-0.296463996,5.778972626,-0.908906579,0.000000000,3.155809453,3.909323586,5.540137805,-0.054404355,-0.151878214,5.531940883,-0.301258961,0.107352042,-0.015605213,0.309873544,-0.101595961,-0.144585782,0.247031743,-0.607647618,3.464873687,1.325248270,2433333,10.199998677,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,10.135239165,-4.032274789,-6.077161248,0.056986457,0.171022870,-6.067296261,-0.346128476,0.064759511,0.032274789,0.077161248,-0.056986457,-0.171022870,0.067296261,0.346128476,4.352014805,0.286270323,2433333,-5.589711864,2.117557318,5.666668415,0.366666764,0.000000000,5.289990902,2.031533241,2.500000000,-5.651998611,1.960823897,4.841072035,0.244860763,-0.283172904,4.696668125,1.173578700,0.062286747,0.156733421,0.825596380,0.121806001,0.283172904,0.593322777,0.857954541,3.593717811,2.250001122,
2466666,3.455793932,3.863421485,5.850011349,-0.175500363,-0.296463996,5.760150909,-1.021416903,0.000000000,3.388585684,3.867029290,5.712407057,-0.080729776,-0.183320516,5.693802438,-0.460660587,0.067208248,-0.003607804,0.137604292,-0.094770587,-0.113143480,0.066348471,-0.560756316,2.062483400,11.087110907,2466666,9.999998659,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,9.940652352,-4.051414315,-6.012074832,0.076303974,0.225444982,-5.994581281,-0.458300176,0.059346307,0.051414315,0.012074832,-0.076303974,-0.225444982,-0.005418719,0.458300176,1.768913136,8.994788193,2466666,-5.413378824,2.185275093,5.750001907,0.366666764,0.000000000,5.367784977,2.061408758,2.500000000,-5.456914891,2.101411784,5.019770469,0.319229289,-0.093165325,4.766159498,1.575379066,0.043536068,0.083863309,0.730231439,0.047437475,0.093165325,0.601625479,0.486029692,4.333315485,13.123041140,
2500000,3.647798970,3.829374254,5.850011349,-0.195000410,-0.296463996,5.739139557,-1.133538723,0.000000000,3.618122709,3.826510540,5.851729319,-0.103624731,-0.207971080,5.820339240,-0.605299224,0.029676261,0.002863714,-0.001717970,-0.091375679,-0.088492916,-0.081199683,-0.528239499,0.867178823,6.220899361,2500000,9.799998641,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,9.750118422,-4.097921085,-5.976268441,0.111075738,0.303313801,-5.939439269,-0.662454260,0.049880219,0.097921085,-0.023731559,-0.111075738,-0.303313801,-0.060560731,0.662454260,0.435343172,4.921080616,2500000,-5.234452654,2.253988721,5.833335400,0.366666764,0.000000000,5.445579052,2.091284275,2.500000000,-5.284525261,2.206109621,5.102545008,0.359723458,0.006855525,4.775952565,1.796174450,0.050072607,0.047879100,0.730790391,0.006943306,-0.006855525,0.669626487,0.295109825,0.496948209,6.861514760,
2533333,3.839103639,3.791589629,5.850011349,-0.214500457,-0.296463996,5.715945721,-1.245229721,0.000000000,3.813104451,3.784076531,5.798100386,-0.146916777,-0.359811740,5.735638196,-0.848777104,0.025999189,0.007513099,0.051910963,-0.067583680,0.063347744,-0.019692475,-0.396452617,0.836970385,6.186326986,2533333,9.599998623,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,9.565872717,-4.054637372,-5.986806843,0.059155013,0.126525141,-5.976335034,-0.353943127,0.034125906,0.054637372,-0.013193157,-0.059155013,-0.126525141,-0.023664966,0.353943127,1.785902383,4.802394778,2533333,-5.052933339,2.323698201,5.916668892,0.366666764,0.000000000,5.523373127,2.121159792,2.500000000,-5.101324180,2.246047437,5.189191780,0.312906968,-0.163751064,4.937218905,1.597366837,0.048390841,0.077650764,0.727477112,0.053759796,0.163751064,0.586154222,0.523792955,1.700398531,6.380491056,
2566666,4.029635176,3.750081968,5.850011349,-0.234000504,-0.296463996,5.690578938,-1.356447101,0.000000000,4.006808529,3.744239331,5.770089567,-0.180582975,-0.453212041,5.676263040,-1.036325970,0.022826647,0.005842637,0.079921781,-0.053417529,0.156748045,0.014315898,-0.320121131,1.864836506,3.458155815,2566666,9.399998605,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,9.379494060,-4.012381393,-5.972102024,0.019439903,0.013541860,-5.970973602,-0.116089770,0.020504546,0.012381393,-0.027897976,-0.019439903,-0.013541860,-0.029026398,0.116089770,2.587993592,2.323260752,2566666,-4.868820895,2.394403533,6.000002384,0.366666764,0.000000000,5.601167202,2.151035309,2.500000000,-4.904522323,2.317417541,5.324517321,0.300243041,-0.224616414,5.086323108,1.574738688,0.035701429,0.076985992,0.675485064,0.066423724,0.224616414,0.514844094,0.576296621,3.754313232,3.540771916,
2600000,4.219321147,3.704867062,5.850011349,-0.253500551,-0.296463996,5.663047791,-1.467148781,0.000000000,4.220872722,3.690375620,5.861140177,-0.205864453,-0.463575334,5.737380118,-1.198095802,-0.001551575,0.014491441,-0.011128828,-0.047636098,0.167111338,-0.074332328,-0.269052979,4.261465370,0.707153565,2600000,9.199998587,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,9.198354853,-4.039023158,-5.923632897,0.038631098,0.066699001,-5.919213345,-0.228779528,0.001643734,0.039023158,-0.076367103,-0.038631098,-0.066699001,-0.080786655,0.228779528,4.092786849,0.883603553,2600000,-4.682115305,2.466104717,6.083335876,0.366666764,0.000000000,5.678961277,2.180910826,2.500000000,-4.721031565,2.375954880,5.342130025,0.303508769,-0.182697695,5.097961019,1.596604727,0.038916259,0.090149836,0.741205852,0.063157995,0.182697695,0.581000258,0.584306099,3.864892295,0.778967264,
2633333,4.408089414,3.655962099,5.850011349,-0.273000598,-0.296463996,5.633363247,-1.577292442,0.000000000,4.470439373,3.614665244,6.064225893,-0.241642058,-0.484388883,5.888037960,-1.451152873,-0.062349959,0.041296855,-0.214214544,-0.031358540,0.187924887,-0.254674713,-0.126139570,10.976730238,1.991706079,2633333,8.999998569,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,9.034001954,-4.064596306,-5.830228325,0.057509000,0.121138631,-5.820589868,-0.335105814,-0.034003384,0.064596306,-0.169771675,-0.057509000,-0.121138631,-0.179410132,0.335105814,11.119494323,2.705440288,2633333,-4.492816586,2.538801745,6.166669369,0.366666764,0.000000000,5.756755829,2.210786581,2.500000000,-4.502626285,2.484390124,5.499010797,0.341970809,-0.063751335,5.180593852,1.844062658,0.009809699,0.054411622,0.667658572,0.024695955,0.063751335,0.576161977,0.366723923,13.495393566,5.218369455,
2666666,4.595868200,3.603385680,5.850011349,-0.292500645,-0.296463996,5.601536751,-1.686836362,0.000000000,4.639230298,3.549822422,5.910843659,-0.298483438,-0.681397198,5.649487224,-1.738207944,-0.043362098,0.053563258,-0.060832310,0.005982793,0.384933202,-0.047950474,0.051371582,0.117889121,16.600675083,2666666,8.799998552,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,8.837370728,-4.009223561,-5.932254431,-0.010679284,-0.109002526,-5.931916156,0.063351026,-0.037372176,0.009223561,-0.067745569,0.010679284,0.109002526,-0.068083844,-0.063351026,0.334644191,15.385859233,2666666,-4.300924722,2.612494633,6.250002861,0.366666764,0.000000000,5.834549904,2.240662098,2.500000000,-4.312199404,2.496383561,5.534023169,0.267289863,-0.315008682,5.337511306,1.461637949,0.011274681,0.116111072,0.715979692,0.099376901,0.315008682,0.497038598,0.779024149,0.994892940,12.056124787,
2700000,4.782586098,3.547157798,5.850011349,-0.312000692,-0.296463996,5.567580700,-1.795739055,0.000000000,4.831987228,3.479711521,5.938598608,-0.325303660,-0.683656162,5.627141210,-1.897955538,-0.049401130,0.067446278,-0.088587259,0.013302968,0.387192166,-0.059560511,0.102216483,0.596634610,0.116539874,2700000,8.599998534,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,8.632193115,-4.040594696,-5.965252251,0.009212954,-0.056718054,-5.964999092,-0.054956817,-0.032194582,0.040594696,-0.034747749,-0.009212954,0.056718054,-0.035000908,0.054956817,1.128750862,0.121535732,2700000,-4.106439713,2.687183373,6.333336353,0.366666764,0.000000000,5.912343979,2.270537615,2.500000000,-4.122953844,2.567174355,5.578865154,0.275910128,-0.261527512,5.367859400,1.519809814,0.016514131,0.120009018,0.754471199,0.090756636,0.261527512,0.544484579,0.750727800,0.318056520,2.030602460,
2733333,4.968172133,3.487299826,5.850011349,-0.331500739,-0.296463996,5.531507492,-1.903958917,0.000000000,4.995591669,3.447759433,5.814597677,-0.339423906,-0.703594455,5.482855279,-1.935934952,-0.027419536,0.039540393,0.035413672,0.007923167,0.407130459,0.048652214,0.031976036,2.960512504,2.571455238,2733333,8.399998516,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,8.440965954,-3.988042396,-5.965055058,-0.037049695,-0.173680388,-5.960961470,0.220952915,-0.040967438,-0.011957604,-0.034944942,0.037049695,0.173680388,-0.039038530,-0.220952915,2.212786044,1.758936742,2733333,-3.909361575,2.762867966,6.416669846,0.366666764,0.000000000,5.990138054,2.300413132,2.500000000,-3.930336017,2.644647804,5.677373882,0.270899037,-0.291228638,5.470324062,1.519252728,0.020974443,0.118220162,0.739295963,0.095767727,0.291228638,0.519813992,0.781160404,4.822540750,1.387837546,
2766666,5.152555719,3.423834529,5.850011349,-0.351000786,-0.296463996,5.493330956,-2.011454582,0.000000000,5.187150208,3.423628355,5.858144577,-0.314871464,-0.524969125,5.570135892,-1.814233732,-0.034594489,0.000206175,-0.008133229,-0.036129322,0.228505129,-0.076804937,-0.197220850,2.806600228,8.406989925,2766666,8.199998498,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,8.273098711,-3.963755676,-5.767246713,-0.039423036,-0.118491102,-5.762765636,0.227303486,-0.073100213,-0.036244324,-0.232753287,0.039423036,0.118491102,-0.237234364,-0.227303486,1.536712953,9.473378387,2766666,-3.709690291,2.839548410,6.500003338,0.366666764,0.000000000,6.067932129,2.330288649,2.500000000,-3.725947665,2.762488665,5.775548461,0.332139447,-0.058133333,5.459896869,1.883211674,0.016257373,0.077059745,0.724454876,0.034527317,0.058133333,0.608035260,0.447076975,5.695835875,8.915837944,
2800000,5.335666761,3.356786039,5.850011349,-0.370500833,-0.296463996,5.453065395,-2.118185759,0.000000000,5.392715816,3.362044865,5.955717527,-0.316529388,-0.439096181,5.659846043,-1.853837652,-0.057049055,-0.005258826,-0.105706179,-0.053971445,0.142632185,-0.206780647,-0.264348107,1.170477228,6.330865117,2800000,7.999998480,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,8.084433010,-4.013790628,-5.713456683,0.009507580,0.034463478,-5.713198454,-0.054320328,-0.084434530,0.013790628,-0.286543317,-0.009507580,-0.034463478,-0.286801546,0.054320328,1.635998972,6.478913512,2800000,-3.507425878,2.917224698,6.583336830,0.366666764,0.000000000,6.145726204,2.360164165,2.500000000,-3.542409440,2.856984887,5.800118449,0.370560762,0.086594080,5.406432039,2.100444387,0.034983562,0.060239811,0.783218381,-0.003893998,-0.086594080,0.739294165,0.259719778,0.687301366,7.530444577,
2833333,5.517435610,3.286179845,5.850011349,-0.390000880,-0.296463996,5.410726547,-2.224111319,0.000000000,5.582770891,3.291272032,5.938331909,-0.345857984,-0.502671422,5.586693222,-2.013118156,-0.065335281,-0.005092187,-0.088320560,-0.044142895,0.206207426,-0.175966674,-0.210993163,1.051356396,1.643225948,2833333,7.799998462,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,7.903051389,-3.996043602,-5.720037321,-0.010448016,-0.029949523,-5.719725121,0.059761953,-0.103052927,-0.003956398,-0.279962679,0.010448016,0.029949523,-0.280274879,-0.059761953,0.661992805,0.919881279,2833333,-3.302568320,2.995896839,6.666670322,0.366666764,0.000000000,6.223520279,2.390039682,2.500000000,-3.340101396,2.925489656,5.861094817,0.357743543,0.016605504,5.490024989,2.052329912,0.037533075,0.070407183,0.805575506,0.008923221,-0.016605504,0.733495290,0.337709771,3.333425624,1.136180659,
2866666,5.697793171,3.212042798,5.850011349,-0.409500927,-0.296463996,5.366330624,-2.329191208,0.000000000,5.745373778,3.258706324,5.798447123,-0.354504395,-0.526439260,5.437891802,-2.012789553,-0.047580607,-0.046663526,0.051564226,-0.054996532,0.229975263,-0.071561178,-0.316401655,4.598588814,3.511900327,2866666,7.599998444,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,7.712446010,-3.946416517,-5.738305832,-0.050948579,-0.134431835,-5.730859818,0.292232060,-0.112447566,-0.053583483,-0.261694168,0.050948579,0.134431835,-0.269140182,-0.292232060,5.312711703,2.436125101,2866666,-3.095117632,3.075564832,6.750003815,0.366666764,0.000000000,6.301314354,2.419915199,2.500000000,-3.145598104,3.020056292,5.951249211,0.351878569,-0.057728761,5.586597715,2.051168727,0.050480472,0.055508540,0.798754604,0.014788195,0.057728761,0.714716639,0.368746472,7.201199549,4.040020773,
2900000,5.876670867,3.134403084,5.850011349,-0.429000974,-0.296463996,5.319893360,-2.433385372,0.000000000,5.920629882,3.165183235,5.803318231,-0.390350916,-0.579048324,5.366767033,-2.208237781,-0.043959014,-0.030780151,0.046693118,-0.038650058,0.282584328,-0.046873673,-0.225147591,1.115493090,3.957793043,2900000,7.399998426,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,7.485220208,-3.974259183,-5.841540494,-0.027511871,-0.076976305,-5.839329894,0.160691438,-0.085221782,-0.025740817,-0.158459506,0.027511871,0.076976305,-0.160670106,-0.160691438,2.283115881,4.557406459,2900000,-2.885073815,3.156228677,6.833337307,0.366666764,0.000000000,6.379108429,2.449790716,2.500000000,-2.933000311,3.114211832,6.066292859,0.353595852,-0.074781508,5.690993356,2.100596026,0.047926497,0.042016846,0.767044448,0.013070912,0.074781508,0.688115073,0.349194690,0.640165205,5.751782477,
2933333,6.054000661,3.053290237,5.850011349,-0.448501021,-0.296463996,5.271433830,-2.536654472,0.000000000,6.083862897,3.046968689,5.792351453,-0.445241460,-0.689953120,5.227635999,-2.494625668,-0.029862236,0.006321548,0.057659895,-0.003259560,0.393489124,0.043797831,-0.042028804,3.784910234,5.359932036,2933333,7.199998409,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,7.240359993,-4.011405133,-6.013868538,-0.006102798,-0.050671560,-6.013756547,0.036701196,-0.040361584,0.011405133,0.013868538,0.006102798,0.050671560,0.013756547,-0.036701196,4.545288731,5.613197725,2933333,-2.672436852,3.237888374,6.916670799,0.366666764,0.000000000,6.456902504,2.479666233,2.500000000,-2.724371704,3.186988366,6.129466696,0.336096602,-0.151688137,5.786518210,2.021526399,0.051934852,0.050900008,0.787204103,0.030570162,0.151688137,0.670384294,0.458139834,1.057128970,7.978389192,
2966666,6.229715124,2.968735081,5.850011349,-0.468001068,-0.296463996,5.220970154,-2.638958931,0.000000000,6.244815841,2.958740741,5.766594099,-0.470993786,-0.698811280,5.138714507,-2.616719457,-0.015100718,0.009994340,0.083417249,0.002992719,0.402347284,0.082255646,-0.022239474,1.629679920,2.997626729,2966666,6.999998391,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,7.015554168,-4.017467681,-6.074161825,-0.001633352,-0.039975791,-6.074153722,0.009921239,-0.015555778,0.017467681,0.074161825,0.001633352,0.039975791,0.074153722,-0.009921239,1.947300502,3.180370452,2966666,-2.457206760,3.320543923,7.000004292,0.366666764,0.000000000,6.534696579,2.509541750,2.500000000,-2.507918773,3.277766144,6.232800427,0.336898568,-0.150931918,5.882419918,2.060324505,0.050712013,0.042777779,0.767203865,0.029768196,0.150931918,0.652276661,0.449217245,1.309652866,5.130219521,
3000000,6.403747469,2.880769779,5.850011349,-0.487501115,-0.296463996,5.168520927,-2.740259886,0.000000000,6.377272690,2.891993080,5.618179169,-0.495341270,-0.741330073,4.942910802,-2.670499949,0.026474779,-0.011223302,0.231832180,0.007840155,0.444866077,0.225610126,-0.069759937,4.975449153,2.302968903,3000000,6.799998373,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,6.794162789,-3.985865252,-6.143662224,-0.033456780,-0.135292738,-6.140224072,0.205508811,0.005835584,-0.014134748,0.143662224,0.033456780,0.135292738,0.140224072,-0.205508811,5.262290897,2.340586363,3000000,-2.239383522,3.404195317,7.083337784,0.366666764,0.000000000,6.612490654,2.539417267,2.500000000,-2.327491959,3.340919780,6.189429844,0.317925513,-0.222935736,5.879252381,1.934795398,0.088108436,0.063275537,0.893907940,0.048741251,0.222935736,0.733238273,0.604621869,3.626904846,1.471978435,
3033333,6.576031506,2.789427776,5.850011349,-0.507001162,-0.296463996,5.114106178,-2.840518713,0.000000000,6.556430055,2.811372646,5.709965311,-0.484236750,-0.576918325,5.053493596,-2.658177258,0.019601451,-0.021944870,0.140046038,-0.022764411,0.280454328,0.060612583,-0.182341455,0.296758453,9.796443114,3033333,6.599998355,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,6.580597220,-4.030679419,-6.084294241,0.020471744,0.053991360,-6.083019345,-0.124547413,0.019401135,0.030679419,0.084294241,-0.020471744,-0.053991360,0.083019345,0.124547413,0.489851374,9.264946289,3033333,-2.018967155,3.488842563,7.166671276,0.366666764,0.000000000,6.690284729,2.569292784,2.500000000,-2.108389596,3.456113044,6.325446279,0.364251149,-0.004056441,5.910438815,2.253438183,0.089422441,0.032729519,0.841224997,0.002415615,0.004056441,0.779845914,0.315854601,0.368785849,13.653645101,
3066666,6.746501714,2.694743816,5.850011349,-0.526501179,-0.296463996,5.057747364,-2.939697742,0.000000000,6.738650654,2.669729598,5.795852471,-0.540559395,-0.680716882,4.969485287,-2.982636728,0.007851060,0.025014219,0.054158878,0.014058216,0.384252885,0.088262077,0.042938985,3.976702969,0.838509478,3066666,6.399998337,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,6.380543482,-4.044087726,-6.123298789,0.016935577,0.012430517,-6.122420686,-0.103696641,0.019454855,0.044087726,0.123298789,-0.016935577,-0.012430517,0.122420686,0.103696641,3.001286121,1.320294377,3066666,-1.795957658,3.574485660,7.250004768,0.366666764,0.000000000,6.768078804,2.599168539,2.500000000,-1.876916348,3.523322375,6.404559204,0.348968648,-0.059205827,6.018529916,2.189903250,0.080958690,0.051163285,0.845445564,0.017698116,0.059205827,0.749548888,0.409265289,4.521176047,1.753641002,
3100000,6.915093303,2.596753885,5.850011349,-0.546001196,-0.296463996,4.999465466,-3.037758827,0.000000000,6.909531761,2.602292473,5.801177778,-0.525800914,-0.548174196,5.017567655,-2.911645316,0.005561542,-0.005538588,0.048833570,-0.020200282,0.251710199,-0.018102189,-0.126113511,0.062786314,4.828493932,3100000,6.199998319,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,6.196092624,-4.040941073,-6.019708976,0.025994811,0.072419809,-6.017675241,-0.156463574,0.003905695,0.040941073,0.019708976,-0.025994811,-0.072419809,0.017675241,0.156463574,0.139913660,4.568191492,3100000,-1.570355017,3.661124618,7.333338261,0.366666764,0.000000000,6.845873356,2.629044056,2.500000000,-1.668982659,3.622409992,6.475305121,0.381043761,0.091282188,6.010876667,2.408098442,0.098627642,0.038714626,0.858033139,-0.014376997,-0.091282188,0.834996689,0.220945614,0.763870674,5.068844532,
3133333,7.081742167,2.495495249,5.850011349,-0.565501213,-0.296463996,4.939282417,-3.134664774,0.000000000,7.085998279,2.501032593,5.813927565,-0.549368336,-0.573294550,4.958434371,-3.035734230,-0.004256111,-0.005537344,0.036083784,-0.016132877,0.276830554,-0.019151954,-0.098930544,0.966171553,1.582832203,3133333,5.999998301,-4.000000000,-6.000000000,0.000000000,0.000000000,-6.000000000,-0.000000000,0.000000000,6.010416579,-4.026557916,-5.991980544,0.010008136,0.020975092,-5.991680460,-0.059967556,-0.010418278,0.026557916,-0.008019456,-0.010008136,-0.020975092,-0.008319540,0.059967556,1.258884342,1.397773983,3133333,-1.342159230,3.748759427,7.416671753,0.366666764,0.000000000,6.923667431,2.658919573,2.500000000,-1.428969825,3.721427872,6.618745477,0.381008260,0.069179605,6.144116426,2.461224295,0.086810594,0.027331555,0.797926276,-0.014341496,-0.069179605,0.779551005,0.197695277,3.294788653,2.992124138,
