time [µs] (car1),gt rel. x-position [m] (car1),gt rel. y-position [m] (car1),gt velocity [m/s] (car1),gt yaw angle [rad] (car1),gt yaw rate [rad/s] (car1),gt rel. x-velocity [m/s] (car1),gt rel. y-velocity [m/s] (car1),gt acceleration [m/s^2] (car1),ukf rel. x-position [m] (car1),ukf rel. y-position [m] (car1),ukf velocity [m/s] (car1),ukf yaw angle [rad] (car1),ukf yaw rate [rad/s] (car1),ukf rel. x-velocity [m/s] (car1),ukf rel. y-velocity [m/s] (car1),x-position error [m] (car1),y-position error [m] (car1),velocity error [m/s] (car1),yaw angle error [rad] (car1),yaw rate error [rad/s] (car1),x-velocity error [m/s] (car1),y-velocity error [m/s] (car1),NIS Lidar (car1),NIS Radar (car1),time [µs] (car2),gt rel. x-position [m] (car2),gt rel. y-position [m] (car2),gt velocity [m/s] (car2),gt yaw angle [rad] (car2),gt yaw rate [rad/s] (car2),gt rel. x-velocity [m/s] (car2),gt rel. y-velocity [m/s] (car2),gt acceleration [m/s^2] (car2),ukf rel. x-position [m] (car2),ukf rel. y-position [m] (car2),ukf velocity [m/s] (car2),ukf yaw angle [rad] (car2),ukf yaw rate [rad/s] (car2),ukf rel. x-velocity [m/s] (car2),ukf rel. y-velocity [m/s] (car2),x-position error [m] (car2),y-position error [m] (car2),velocity error [m/s] (car2),yaw angle error [rad] (car2),yaw rate error [rad/s] (car2),x-velocity error [m/s] (car2),y-velocity error [m/s] (car2),NIS Lidar (car2),NIS Radar (car2),time [µs] (car3),gt rel. x-position [m] (car3),gt rel. y-position [m] (car3),gt velocity [m/s] (car3),gt yaw angle [rad] (car3),gt yaw rate [rad/s] (car3),gt rel. x-velocity [m/s] (car3),gt rel. y-velocity [m/s] (car3),gt acceleration [m/s^2] (car3),ukf rel. x-position [m] (car3),ukf rel. y-position [m] (car3),ukf velocity [m/s] (car3),ukf yaw angle [rad] (car3),ukf yaw rate [rad/s] (car3),ukf rel. x-velocity [m/s] (car3),ukf rel. y-velocity [m/s] (car3),x-position error [m] (car3),y-position error [m] (car3),velocity error [m/s] (car3),yaw angle error [rad] (car3),yaw rate error [rad/s] (car3),x-velocity error [m/s] (car3),y-velocity error [m/s] (car3),NIS Lidar (car3),NIS Radar (car3),
5433333,18.845756695,0.000123967,3.716680050,0.000000007,0.000000000,3.716680050,0.000000028,-2.000000000,18.861241181,-0.033715616,3.899195450,0.012156411,-0.015604323,3.898907345,0.047399055,-0.015484486,0.033839583,-0.182515400,-0.012156404,0.015604323,-0.182227295,-0.047399027,0.238954248,4.703969134,5433333,-4.646671947,-4.000000000,-1.600003719,0.000000000,0.000000000,-1.600003719,-0.000000000,3.000000000,-4.689071866,-4.014095091,-2.128997173,-0.109191094,-0.313250626,-2.116318086,0.232005866,0.042399919,0.014095091,0.528993454,0.109191094,0.313250626,0.516314367,-0.232005866,0.441644776,5.099458842,5433333,19.582363423,3.849529251,9.900003433,-0.008333504,0.000000000,9.899659157,-0.082500763,0.000000000,19.579673306,3.792069275,9.817414051,-0.015136652,-0.015684125,9.816289399,-0.148597104,0.002690117,0.057459976,0.082589382,0.006803148,0.015684125,0.083369758,0.066096341,0.076666987,6.466847717,
5466666,18.969646037,0.000123968,3.650013447,0.000000007,0.000000000,3.650013447,0.000000027,-2.000000000,18.988341091,-0.045097837,3.886625481,-0.000243746,-0.039140362,3.886625366,-0.000947348,-0.018695055,0.045221805,-0.236612035,0.000243753,0.039140362,-0.236611919,0.000947375,0.836201301,2.952074375,5466666,-4.700005408,-4.000000000,-1.500003695,0.000000000,0.000000000,-1.500003695,-0.000000000,3.000000000,-4.742536974,-4.035785095,-2.054693479,-0.087722867,-0.258928729,-2.046792804,0.180012521,0.042531566,0.035785095,0.554689783,0.087722867,0.258928729,0.546789109,-0.180012521,0.902453472,2.800767243,5466666,19.912352081,3.846779226,9.900003433,-0.008333504,0.000000000,9.899659157,-0.082500763,0.000000000,19.912755956,3.785462445,9.870569088,-0.013380126,0.000788991,9.869685549,-0.132065515,-0.000403875,0.061316781,0.029434345,0.005046622,-0.000788991,0.029973608,0.049564751,0.454209232,3.978489860,
5500000,19.091313161,0.000123969,3.583346844,0.000000007,0.000000000,3.583346844,0.000000027,-2.000000000,19.121403993,-0.022065315,3.863028200,0.020316720,0.004913508,3.862230958,0.078478665,-0.030090832,0.022189284,-0.279681356,-0.020316713,-0.004913508,-0.278884114,-0.078478638,0.799804363,1.488522235,5500000,-4.750005536,-4.000000000,-1.400003672,0.000000000,0.000000000,-1.400003672,-0.000000000,3.000000000,-4.800595597,-4.021278830,-2.006503096,-0.110103074,-0.295163528,-1.994353273,0.220476068,0.050590061,0.021278830,0.606499424,0.110103074,0.295163528,0.594349601,-0.220476068,1.610934239,1.517025265,5500000,20.242340740,3.844029200,9.833336830,-0.008333504,0.000000000,9.832995415,-0.081945203,-2.000000000,20.249173335,3.813636773,9.880811934,0.003136100,0.044068554,9.880763345,0.030987164,-0.006832595,0.030392427,-0.047475104,-0.011469604,-0.044068554,-0.047767930,-0.112932367,1.161729645,1.333038335,
5533333,19.210758060,0.000123970,3.516680241,0.000000007,0.000000000,3.516680241,0.000000026,-2.000000000,19.232838297,-0.009758845,3.832893069,0.029787492,0.022691221,3.831192742,0.114155390,-0.022080237,0.009882815,-0.316212828,-0.029787485,-0.022691221,-0.314512501,-0.114155364,2.276572719,0.782986110,5533333,-4.796672326,-4.000000000,-1.300003648,0.000000000,0.000000000,-1.300003648,-0.000000000,3.000000000,-4.868764542,-4.008834453,-2.006163652,-0.127689118,-0.313052173,-1.989831103,0.255469726,0.072092216,0.008834453,0.706160004,0.127689118,0.313052173,0.689827455,-0.255469726,0.633298268,1.238931873,5533333,20.570107277,3.841297693,9.766670227,-0.008333504,0.000000000,9.766330719,-0.081389643,-2.000000000,20.564781726,3.836310631,9.878008357,0.017489200,0.082483127,9.876497692,0.172749654,0.005325552,0.004987063,-0.111338130,-0.025822704,-0.082483127,-0.110166973,-0.254139297,1.699390916,0.981225934,
5566666,19.327980742,0.000123971,3.450013638,0.000000007,0.000000000,3.450013638,0.000000026,-2.000000000,19.349855499,0.004609692,3.800675115,0.040908357,0.043162754,3.797495355,0.155436011,-0.021874758,-0.004485721,-0.350661477,-0.040908349,-0.043162754,-0.347481718,-0.155435985,0.257844840,1.138829747,5566666,-4.840005782,-4.000000000,-1.200003624,0.000000000,0.000000000,-1.200003624,-0.000000000,3.000000000,-4.919076924,-4.001061948,-1.950151945,-0.138300639,-0.319695319,-1.931531311,0.268848297,0.079071142,0.001061948,0.750148321,0.138300639,0.319695319,0.731527687,-0.268848297,0.156709819,1.916022329,5566666,20.895651665,3.838584705,9.700003624,-0.008333504,0.000000000,9.699666977,-0.080834083,-2.000000000,20.887454688,3.853283651,9.871800792,0.026364708,0.099615552,9.868370057,0.260236995,0.008196977,-0.014698946,-0.171797168,-0.034698212,-0.099615552,-0.168703080,-0.341071078,0.075812393,0.900236001,
5600000,19.442981206,0.000123972,3.383347034,0.000000007,0.000000000,3.383347034,0.000000025,-2.000000000,19.466490857,-0.013494070,3.757350936,0.020384707,0.001082410,3.756570305,0.076587193,-0.023509651,0.013618041,-0.374003901,-0.020384699,-0.001082410,-0.373223271,-0.076587168,1.015781886,1.056406993,5600000,-4.880005904,-4.000000000,-1.100003600,0.000000000,0.000000000,-1.100003600,-0.000000000,3.000000000,-4.981120749,-3.991856466,-1.918548510,-0.155477717,-0.343103237,-1.895406341,0.297091211,0.101114846,-0.008143534,0.818544910,0.155477717,0.343103237,0.795402741,-0.297091211,0.280151191,0.822505444,5600000,21.218973901,3.835890235,9.633337021,-0.008333504,0.000000000,9.633002281,-0.080278523,-2.000000000,21.215575129,3.831215112,9.873624889,0.013645157,0.057647195,9.872705716,0.134722984,0.003398772,0.004675124,-0.240287868,-0.021978661,-0.057647195,-0.239703435,-0.215001507,0.772464371,0.963413149,
5633333,19.555759445,0.000123973,3.316680431,0.000000007,0.000000000,3.316680431,0.000000025,-2.000000000,19.583959992,-0.014487251,3.711294398,0.017129458,-0.005174930,3.710749931,0.063569352,-0.028200547,0.014611223,-0.394613967,-0.017129450,0.005174930,-0.394069499,-0.063569327,0.394217549,1.912190692,5633333,-4.916672692,-4.000000000,-1.000003576,0.000000000,0.000000000,-1.000003576,-0.000000000,3.000000000,-5.018878354,-4.004121542,-1.811313914,-0.143218476,-0.313610641,-1.792769234,0.258527698,0.102205662,0.004121542,0.811310338,0.143218476,0.313610641,0.792765658,-0.258527698,0.585910793,3.067468259,5633333,21.540073987,3.833214284,9.566670418,-0.008333504,0.000000000,9.566337585,-0.079722963,-2.000000000,21.541898958,3.826975689,9.854485109,0.010027570,0.039891302,9.853989668,0.098814887,-0.001824970,0.006238595,-0.287814691,-0.018361075,-0.039891302,-0.287652083,-0.178537851,0.285328143,1.690113980,
5666666,19.666315466,0.000123973,3.250013828,0.000000007,0.000000000,3.250013828,0.000000024,-2.000000000,19.688364401,-0.072238255,3.618526605,-0.042434152,-0.121564243,3.615269231,-0.153503032,-0.022048934,0.072362229,-0.368512777,0.042434160,0.121564243,-0.365255403,0.153503056,4.979232782,3.304366028,5666666,-4.950006146,-4.000000000,-0.900003552,0.000000000,0.000000000,-0.900003552,-0.000000000,3.000000000,-5.044177407,-4.036298762,-1.647616542,-0.108114007,-0.251829301,-1.637996721,0.177783612,0.094171261,0.036298762,0.747612990,0.108114007,0.251829301,0.737993168,-0.177783612,4.970135384,4.824536406,5666666,21.858951923,3.830556852,9.500003815,-0.008333504,0.000000000,9.499673843,-0.079167403,-2.000000000,21.864653552,3.748417299,9.827068980,-0.033004141,-0.082809214,9.821717284,-0.324275091,-0.005701630,0.082139553,-0.327065166,0.024670637,0.082809214,-0.322043441,0.245107688,4.708893633,2.644491744,
5700000,19.774649262,0.000123974,3.183347225,0.000000007,0.000000000,3.183347225,0.000000024,-2.000000000,19.786561671,-0.014224297,3.484444862,0.017213202,0.002521147,3.483928664,0.059975492,-0.011912408,0.014348271,-0.301097637,-0.017213195,-0.002521147,-0.300581439,-0.059975469,5.214386084,9.846338135,5700000,-4.980006266,-4.000000000,-0.800003529,0.000000000,0.000000000,-0.800003529,-0.000000000,3.000000000,-5.092386066,-3.973856955,-1.589741048,-0.208925647,-0.441467196,-1.555171032,0.329726647,0.112379799,-0.026143045,0.789737519,0.208925647,0.441467196,0.755167503,-0.329726647,5.166947439,10.262093160,5700000,22.175607737,3.827917938,9.433337212,-0.008333504,0.000000000,9.433009148,-0.078611843,-2.000000000,22.164003511,3.815433860,9.671779107,0.000212859,-0.006937348,9.671778888,0.002058721,0.011604226,0.012484078,-0.238441896,-0.008546363,0.006937348,-0.238769740,-0.080670564,5.091193636,9.055985187,
5733333,19.880760841,0.000123975,3.116680622,0.000000007,0.000000000,3.116680622,0.000000023,-2.000000000,19.891986513,-0.050420699,3.393847182,-0.021352748,-0.072117818,3.393073516,-0.072462456,-0.011225671,0.050544674,-0.277166560,0.021352755,0.072117818,-0.276392894,0.072462480,1.945014046,4.011331286,5733333,-5.006673053,-4.000000000,-0.700003505,0.000000000,0.000000000,-0.700003505,-0.000000000,3.000000000,-5.094601126,-3.999089645,-1.386661249,-0.181705634,-0.389322938,-1.363832510,0.250579934,0.087928073,-0.000910355,0.686657744,0.181705634,0.389322938,0.663829005,-0.250579934,4.889329311,6.015785560,5733333,22.490041401,3.825297544,9.366670609,-0.008333504,0.000000000,9.366345406,-0.078056283,-2.000000000,22.486015863,3.753171268,9.631123733,-0.036008709,-0.112273120,9.624880420,-0.346729389,0.004025538,0.072126276,-0.264453125,0.027675205,0.112273120,-0.258535014,0.268673106,1.945045098,3.325993099,
5766666,19.984650202,0.000123976,3.050014019,0.000000007,0.000000000,3.050014019,0.000000023,-2.000000000,19.999509132,-0.020592820,3.298019238,0.008914031,-0.009885476,3.297888209,0.029398256,-0.014858929,0.020716796,-0.248005219,-0.008914023,0.009885476,-0.247874190,-0.029398233,1.801246615,3.529501455,5766666,-5.030006504,-4.000000000,-0.600003481,0.000000000,0.000000000,-0.600003481,-0.000000000,3.000000000,-5.098449689,-3.993160285,-1.217365778,-0.200722240,-0.419579017,-1.192924525,0.242714886,0.068443186,-0.006839715,0.617362297,0.200722240,0.419579017,0.592921044,-0.242714886,3.791390083,4.815687336,5766666,22.802252945,3.822695667,9.300004005,-0.008333504,0.000000000,9.299680710,-0.077500723,-2.000000000,22.799926418,3.775438786,9.535124519,-0.027318844,-0.097531497,9.531566617,-0.260456183,0.002326527,0.047256882,-0.235120514,0.018985340,0.097531497,-0.231885907,0.182955460,2.332510905,2.967395902,
5800000,20.086317338,0.000123977,2.983347416,0.000000007,0.000000000,2.983347416,0.000000022,-2.000000000,20.098421640,-0.094293248,3.251217556,-0.067575943,-0.153391527,3.243797025,-0.219536917,-0.012104302,0.094417225,-0.267870140,0.067575950,0.153391527,-0.260449609,0.219536939,4.683708786,1.706933609,5800000,-5.050006621,-4.000000000,-0.500003457,0.000000000,0.000000000,-0.500003457,-0.000000000,3.000000000,-5.114998898,-4.013291969,-1.111489363,-0.176659263,-0.363838568,-1.094190467,0.195335161,0.064992278,0.013291969,0.611485906,0.176659263,0.363838568,0.594187010,-0.195335161,6.484855958,2.515095850,5800000,23.112242308,3.820112310,9.233337402,-0.008333504,0.000000000,9.233016968,-0.076945163,-2.000000000,23.119794534,3.674787420,9.553182475,-0.078261996,-0.221516853,9.523941070,-0.746888140,-0.007552227,0.145324890,-0.319845073,0.069928491,0.221516853,-0.290924103,0.669942976,3.509218226,1.253843662,
5833333,20.185762256,0.000123977,2.916680813,0.000000007,0.000000000,2.916680813,0.000000022,-2.000000000,20.230510330,-0.109845498,3.314222717,-0.079964333,-0.165261483,3.303632304,-0.264737262,-0.044748074,0.109969475,-0.397541904,0.079964340,0.165261483,-0.386951491,0.264737284,3.815269069,2.153158896,5833333,-5.066673404,-4.000000000,-0.400003433,0.000000000,0.000000000,-0.400003433,-0.000000000,3.000000000,-5.116976647,-4.040249088,-1.019333602,-0.131518048,-0.264548952,-1.010530597,0.133674625,0.050303243,0.040249088,0.619330169,0.131518048,0.264548952,0.610527164,-0.133674625,7.561319708,1.701849903,5833333,23.420009550,3.817547471,9.166670799,-0.008333504,0.000000000,9.166352272,-0.076389603,-2.000000000,23.463013373,3.652327591,9.628084085,-0.081439635,-0.201675873,9.596173008,-0.783241182,-0.043003823,0.165219880,-0.461413286,0.073106130,0.201675873,-0.429820736,0.706851579,3.676866470,2.721801001,
5866666,20.282984957,0.000123978,2.850014210,0.000000007,0.000000000,2.850014210,0.000000021,-2.000000000,20.326810208,-0.049749021,3.154758177,-0.014305094,-0.033466102,3.154435395,-0.045127574,-0.043825251,0.049872999,-0.304743967,0.014305102,0.033466102,-0.304421185,0.045127595,4.273261577,6.787706950,5866666,-5.080006852,-4.000000000,-0.300003409,0.000000000,0.000000000,-0.300003409,-0.000000000,3.000000000,-5.117813973,-4.021690975,-0.852875717,-0.177539126,-0.347145646,-0.839469604,0.150624605,0.037807121,0.021690975,0.552872307,0.177539126,0.347145646,0.539466195,-0.150624605,4.525259495,6.928787154,5866666,23.725554641,3.815001151,9.100004196,-0.008333504,0.000000000,9.099687576,-0.075834043,-2.000000000,23.760502424,3.719691409,9.434865593,-0.047878979,-0.127070576,9.424053432,-0.451559164,-0.034947782,0.095309742,-0.334861397,0.039545475,0.127070576,-0.324365856,0.375725121,5.754985836,6.272450366,
5900000,20.377985433,0.000123979,2.783347607,0.000000007,0.000000000,2.783347607,0.000000021,-2.000000000,20.416176010,0.004416415,3.029244732,0.044906495,0.081434300,3.026190868,0.135987049,-0.038190577,-0.004292437,-0.245897126,-0.044906488,-0.081434300,-0.242843261,-0.135987028,2.262667387,3.769143714,5900000,-5.090006966,-4.000000000,-0.200003400,0.000000000,0.000000000,-0.200003400,-0.000000000,3.000000000,-5.127259808,-4.005592273,-0.742292391,-0.220045891,-0.413718030,-0.724393816,0.162023432,0.037252841,0.005592273,0.542288990,0.220045891,0.413718030,0.524390416,-0.162023432,1.985440120,4.732642825,5900000,24.028877582,3.812473349,9.033337593,-0.008333504,0.000000000,9.033023834,-0.075278483,-2.000000000,24.051762910,3.783170519,9.275916293,-0.016177137,-0.053522909,9.274702567,-0.150051227,-0.022885328,0.029302831,-0.242578700,0.007843633,0.053522909,-0.241678733,0.074772744,3.057463032,3.683868253,
5933333,20.470763691,0.000123979,2.716681004,0.000000007,0.000000000,2.716681004,0.000000020,-2.000000000,20.525920299,0.018807202,2.975159497,0.059914452,0.107127967,2.969821067,0.178148422,-0.055156608,-0.018683222,-0.258478493,-0.059914445,-0.107127967,-0.253140063,-0.178148402,4.712976584,4.515019830,5933333,-5.096673747,-4.000000000,-0.100003392,0.000000000,0.000000000,-0.100003392,-0.000000000,3.000000000,-5.096613642,-4.024303109,-0.544863633,-0.194905203,-0.357669906,-0.534547204,0.105525665,-0.000060105,0.024303109,0.444860242,0.194905203,0.357669906,0.434543812,-0.105525665,7.774788607,4.649582987,5933333,24.329978403,3.809964066,8.966670990,-0.008333504,0.000000000,8.966359138,-0.074722923,-2.000000000,24.370642865,3.781459801,9.227592569,-0.020098699,-0.071583098,9.225728853,-0.185450118,-0.040664462,0.028504265,-0.260921579,0.011765195,0.071583098,-0.259369715,0.110727195,5.147412383,4.630426586,
5966666,20.561319731,0.000123980,2.650014400,0.000000007,0.000000000,2.650014400,0.000000020,-2.000000000,20.612872933,0.029731168,2.923545632,0.069613166,0.119716924,2.916464751,0.203352933,-0.051553202,-0.029607188,-0.273531231,-0.069613158,-0.119716924,-0.266450351,-0.203352913,0.014978238,4.675726824,5966666,-5.100007193,-4.000000000,-0.000003383,0.000000000,0.000000000,-0.000003383,-0.000000000,3.000000000,-5.090415841,-4.025073943,-0.459793586,-0.199805395,-0.348051652,-0.450646094,0.091259188,-0.009591352,0.025073943,0.459790203,0.199805395,0.348051652,0.450642712,-0.091259188,0.330275967,4.206573192,5966666,24.628857043,3.807473302,8.900004387,-0.008333504,0.000000000,8.899695396,-0.074167363,-2.000000000,24.665762949,3.788785036,9.173003468,-0.016737322,-0.062777322,9.171718644,-0.153524348,-0.036905907,0.018688266,-0.272999081,0.008403818,0.062777322,-0.272023248,0.079356984,0.071347172,4.588710867,
6000000,20.649653547,0.000123981,2.583347797,0.000000007,0.000000000,2.583347797,0.000000019,-2.000000000,20.694970771,0.028104882,2.830041864,0.066464263,0.110040644,2.823793312,0.187958192,-0.045317225,-0.027980901,-0.246694066,-0.066464256,-0.110040644,-0.240445515,-0.187958173,0.101906070,2.729263231,6000000,-5.100007306,-4.000000000,0.099996626,0.000000000,0.000000000,0.099996626,0.000000000,3.000000000,-5.095699881,-4.014741488,-0.382802179,-0.232273713,-0.386126312,-0.372522227,0.088117529,-0.004307425,0.014741488,0.482798806,0.232273713,0.386126312,0.472518854,-0.088117529,0.056938651,3.217943446,6000000,24.925513562,3.805001057,8.833337784,-0.008333504,0.000000000,8.833030701,-0.073611803,-2.000000000,24.958159725,3.779474400,9.088301246,-0.024209049,-0.088325198,9.085638150,-0.219997635,-0.032646163,0.025526657,-0.254963463,0.015875544,0.088325198,-0.252607449,0.146385832,0.043846263,2.455622804,
6033333,20.735765144,0.000123981,2.516681194,0.000000007,0.000000000,2.516681194,0.000000019,-2.000000000,20.779840097,0.039686062,2.772059958,0.077359515,0.125171455,2.763769405,0.214231388,-0.044074952,-0.039562081,-0.255378764,-0.077359508,-0.125171455,-0.247088210,-0.214231369,0.067336784,1.392682321,6033333,-5.096674085,-4.000000000,0.199996635,0.000000000,0.000000000,0.199996635,0.000000000,3.000000000,-5.099435373,-4.002695498,-0.324557645,-0.268535960,-0.424651547,-0.312925619,0.086111684,0.002761289,0.002695498,0.524554280,0.268535960,0.424651547,0.512922254,-0.086111684,0.464138609,1.857170308,6033333,25.219947930,3.802547330,8.766671181,-0.008333504,0.000000000,8.766366959,-0.073056243,-2.000000000,25.251082869,3.791424852,9.024971680,-0.018885750,-0.075118170,9.023362253,-0.170433223,-0.031134938,0.011122478,-0.258300499,0.010552245,0.075118170,-0.256995294,0.097376980,0.383677687,1.209640521,
6066666,20.819654524,0.000123982,2.450014591,0.000000007,0.000000000,2.450014591,0.000000018,-2.000000000,20.862375659,0.045783829,2.717453331,0.081437695,0.126675338,2.708447101,0.221058600,-0.042721135,-0.045659847,-0.267438740,-0.081437688,-0.126675338,-0.258432510,-0.221058582,0.205535042,3.863450731,6066666,-5.090007530,-4.000000000,0.299996644,0.000000000,0.000000000,0.299996644,0.000000000,3.000000000,-5.082159124,-4.003558529,-0.218300611,-0.278842442,-0.420294630,-0.209868682,0.060085712,-0.007848406,0.003558529,0.518297255,0.278842442,0.420294630,0.509865326,-0.060085712,0.764732545,4.082033705,6066666,25.512160178,3.800112121,8.700004578,-0.008333504,0.000000000,8.699702263,-0.072500683,-2.000000000,25.542704352,3.790976823,8.971988308,-0.020386243,-0.079523044,8.970123998,-0.182892463,-0.030544174,0.009135299,-0.271983730,0.012052739,0.079523044,-0.270421735,0.110391780,0.278324229,3.770029787,
6100000,20.901321679,0.000123983,2.383347988,0.000000007,0.000000000,2.383347988,0.000000018,-2.000000000,20.921525997,0.044709768,2.618848527,0.077968476,0.115252568,2.610892460,0.203980812,-0.020204318,-0.044585786,-0.235500539,-0.077968468,-0.115252568,-0.227544471,-0.203980795,3.028251529,6.019143391,6100000,-5.080007641,-4.000000000,0.399996638,0.000000000,0.000000000,0.399996638,0.000000000,3.000000000,-5.091349245,-3.990238013,-0.180025334,-0.325280213,-0.470903010,-0.170585024,0.057531473,0.011341604,-0.009761987,0.580021973,0.325280213,0.470903010,0.570581663,-0.057531473,1.791172349,6.929041280,6100000,25.802150276,3.797695432,8.633337975,-0.008333504,0.000000000,8.633037567,-0.071945123,-2.000000000,25.810985439,3.790241756,8.875516710,-0.021644014,-0.083440813,8.873437864,-0.192086807,-0.008835164,0.007453675,-0.242178735,0.013310509,0.083440813,-0.240400297,0.120141683,2.758025497,5.693784794,
6133333,20.980766617,0.000123983,2.316681385,0.000000007,0.000000000,2.316681385,0.000000017,-2.000000000,20.985737071,-0.033611798,2.482222882,-0.017280416,-0.061236335,2.481852280,-0.042891709,-0.004970454,0.033735781,-0.165541497,0.017280424,0.061236335,-0.165170895,0.042891727,7.916087131,3.580730633,6133333,-5.066674419,-4.000000000,0.499996662,0.000000000,0.000000000,0.499996662,0.000000000,3.000000000,-5.075075746,-4.011870670,-0.027561028,-0.297997179,-0.416755558,-0.026346315,0.008092090,0.008401327,0.011870670,0.527557690,0.297997179,0.416755558,0.526342977,-0.008092090,7.178991864,6.794442242,6133333,26.089918222,3.795297261,8.566671371,-0.008333504,0.000000000,8.566373825,-0.071389563,-2.000000000,26.096070994,3.671361070,8.819226265,-0.090573702,-0.266985552,8.783076306,-0.797698259,-0.006152772,0.123936190,-0.252554893,0.082240198,0.266985552,-0.216702481,0.726308696,5.439732651,2.971547798,
6166666,21.057989337,0.000123984,2.250014782,0.000000007,0.000000000,2.250014782,0.000000017,-2.000000000,21.066462996,-0.076542557,2.399923228,-0.071016224,-0.156145644,2.393873999,-0.170290263,-0.008473659,0.076666540,-0.149908446,0.071016231,0.156145644,-0.143859218,0.170290280,2.955008900,2.330816243,6166666,-5.050007863,-4.000000000,0.599996686,0.000000000,0.000000000,0.599996686,0.000000000,3.000000000,-5.037557836,-4.034589884,0.159790882,-0.257414773,-0.335831963,0.154525990,-0.040679780,-0.012450027,0.034589884,0.440205804,0.257414773,0.335831963,0.445470696,0.040679780,4.130897184,5.153759003,6166666,26.375464018,3.792917608,8.500004768,-0.008333504,0.000000000,8.499709129,-0.070834003,-2.000000000,26.392138279,3.602917977,8.782743583,-0.127524163,-0.354218615,8.711426013,-1.116978807,-0.016674260,0.189999632,-0.282738814,0.119190659,0.354218615,-0.211716884,1.046144804,1.514980445,1.746119626,
6200000,21.132989831,0.000123984,2.183348179,0.000000007,0.000000000,2.183348179,0.000000016,-2.000000000,21.142931395,-0.097439538,2.408903121,-0.093323085,-0.184465595,2.398420924,-0.224480099,-0.009941564,0.097563523,-0.225554942,0.093323093,0.184465595,-0.215072746,0.224480116,1.334682366,2.609703369,6200000,-5.030007974,-4.000000000,0.699996710,0.000000000,0.000000000,0.699996710,0.000000000,3.000000000,-5.025725368,-4.052439800,0.202567539,-0.227073481,-0.282401341,0.197367510,-0.045603442,-0.004282605,0.052439800,0.497429171,0.227073481,0.282401341,0.502629200,0.045603442,2.012735867,1.750124575,6200000,26.658787664,3.790556475,8.433338165,-0.008333504,0.000000000,8.433045387,-0.070278443,-2.000000000,26.678154665,3.583345558,8.791727815,-0.126233307,-0.314505485,8.721773360,-1.106863783,-0.019367001,0.207210917,-0.358389650,0.117899803,0.314505485,-0.288727972,1.036585340,0.636427916,3.197224605,
6233333,21.205768108,0.000123985,2.116681576,0.000000007,0.000000000,2.116681576,0.000000016,-2.000000000,21.205641649,-0.081566324,2.354461017,-0.071343528,-0.137102483,2.348471573,-0.167833096,0.000126460,0.081690309,-0.237779441,0.071343536,0.137102483,-0.231789998,0.167833112,2.238405671,5.547148859,6233333,-5.006674748,-4.000000000,0.799996734,0.000000000,0.000000000,0.799996734,0.000000000,3.000000000,-5.026284079,-4.037952841,0.228902551,-0.265885858,-0.305587094,0.220858940,-0.060147373,0.019609331,0.037952841,0.571094182,0.265885858,0.305587094,0.579137793,0.060147373,1.387471311,8.357303525,6233333,26.939889189,3.788213860,8.366671562,-0.008333504,0.000000000,8.366380692,-0.069722883,-2.000000000,26.946470502,3.618630211,8.702864004,-0.098913563,-0.227476395,8.660324760,-0.859428260,-0.006581313,0.169583649,-0.336192442,0.090580059,0.227476395,-0.293944068,0.789705377,4.641239146,5.001176449,
6266666,21.276324168,0.000123985,2.050014973,0.000000007,0.000000000,2.050014973,0.000000015,-2.000000000,21.270779592,-0.083990938,2.297817173,-0.073087210,-0.134019131,2.291682733,-0.167791569,0.005544576,0.084114924,-0.247802200,0.073087217,0.134019131,-0.241667760,0.167791584,1.207492307,3.890828999,6266666,-4.980008189,-4.000000000,0.899996758,0.000000000,0.000000000,0.899996758,0.000000000,3.000000000,-5.004666221,-4.053996789,0.326045580,-0.232175835,-0.244960613,0.317297141,-0.075021627,0.024658032,0.053996789,0.573951178,0.232175835,0.244960613,0.582699617,0.075021627,0.912868496,5.237017925,6266666,27.218768563,3.785889764,8.300004959,-0.008333504,0.000000000,8.299716949,-0.069167323,-2.000000000,27.219537866,3.620592402,8.634970607,-0.091747642,-0.198619351,8.598653100,-0.791127200,-0.000769303,0.165297362,-0.334965648,0.083414138,0.198619351,-0.298936151,0.721959877,1.425031090,4.033552537,
6300000,21.344658002,0.000123986,1.983348250,0.000000007,0.000000000,1.983348250,0.000000015,-2.000000000,21.336942896,-0.083834973,2.299642858,-0.069732685,-0.120332120,2.294053947,-0.160230340,0.007715106,0.083958959,-0.316294607,0.069732692,0.120332120,-0.310705697,0.160230354,0.521733838,2.534599796,6300000,-4.950008296,-4.000000000,0.999996781,0.000000000,0.000000000,0.999996781,0.000000000,3.000000000,-4.987500464,-4.056410679,0.361271353,-0.233674513,-0.229733696,0.351452763,-0.083653728,0.037492168,0.056410679,0.638725428,0.233674513,0.229733696,0.648544019,0.083653728,0.173282186,3.397487248,6300000,27.495425817,3.783584186,8.233338356,-0.008333504,0.000000000,8.233052254,-0.068611763,-2.000000000,27.493388670,3.629682836,8.618824482,-0.077189969,-0.142202282,8.593160495,-0.664626330,0.002037147,0.153901350,-0.385486126,0.068856465,0.142202282,-0.360108241,0.596014566,1.047089331,2.505276994,
